0.0249999999979058,0.0249999999979058,0.037996
0.0249999999979058,0.075,0.014514
0.0249999999979058,0.125,0.017887
0.0249999999979058,0.175,0.372847
0.0249999999979058,0.225,-39.513828
0.0249999999979058,0.275,-14.340140
0.0249999999979058,0.325,-734.776576
0.0249999999979058,0.375,-966.047529
0.0249999999979058,0.425,15397.331227
0.0249999999979058,0.475,15462.159066
0.0249999999979058,0.525,121410.181199
0.0249999999979058,0.575,554174.355493
0.0249999999979058,0.625,-2713784.479943
0.0249999999979058,0.675,823659.077088
0.0249999999979058,0.725,1710822.392286
0.0249999999979058,0.775,-26135167.549467
0.0249999999979058,0.825,587400388.965472
0.0249999999979058,0.875,393768509.649609
0.0249999999979058,0.925,515157485.579581
0.0249999999979058,0.975000000062809,2474888639.785139
0.075,0.0249999999979058,0.071590
0.075,0.075,0.030928
0.075,0.125,-0.203364
0.075,0.175,1.277175
0.075,0.225,-36.872364
0.075,0.275,-3.431589
0.075,0.325,-496.043005
0.075,0.375,-1288.507761
0.075,0.425,32863.514554
0.075,0.475,5108.703078
0.075,0.525,173473.211069
0.075,0.575,433701.766770
0.075,0.625,-5691168.217694
0.075,0.675,-1135580.270466
0.075,0.725,-20027125.305806
0.075,0.775,-58568859.449289
0.075,0.825,760752589.373219
0.075,0.875,606065354.963064
0.075,0.925,-856645736.110408
0.075,0.97500000006281,4191073177.370316
0.125,0.0249999999979058,0.070110
0.125,0.075,0.038936
0.125,0.125,0.496482
0.125,0.175,0.642170
0.125,0.225,16.526268
0.125,0.275,23.518684
0.125,0.325,311.350266
0.125,0.375,47.759682
0.125,0.425,23268.258860
0.125,0.475,-11937.343996
0.125,0.525,-49864.079893
0.125,0.575,-233399.052633
0.125,0.625,-5857711.243661
0.125,0.675,-2501005.630108
0.125,0.725,-28697424.526867
0.125,0.775,-64637309.674649
0.125,0.825,551307735.258197
0.125,0.875,470702275.110171
0.125,0.925,-1356373018.220387
0.125,0.97500000006281,4663675503.173282
0.175,0.0249999999979058,0.053832
0.175,0.075,0.033837
0.175,0.125,0.596818
0.175,0.175,-1.901652
0.175,0.225,25.421544
0.175,0.275,16.945156
0.175,0.325,1313.596968
0.175,0.375,2350.710234
0.175,0.425,-1586.431896
0.175,0.475,3332.288555
0.175,0.525,-432163.963211
0.175,0.575,-490528.849034
0.175,0.625,-1573334.202368
0.175,0.675,-1384811.545314
0.175,0.725,-1314483.937426
0.175,0.775,-30245471.175624
0.175,0.825,260913395.428415
0.175,0.875,93945926.227990
0.175,0.925,1686504829.182826
0.175,0.97500000006281,3704062487.267736
0.225,0.0249999999979058,0.019684
0.225,0.075,0.026670
0.225,0.125,-1.623439
0.225,0.175,-1.215367
0.225,0.225,-0.498181
0.225,0.275,-45.386020
0.225,0.325,1923.564351
0.225,0.375,3453.819951
0.225,0.425,-21700.412526
0.225,0.475,30029.507348
0.225,0.525,-552169.288917
0.225,0.575,-457382.014313
0.225,0.625,6369696.687950
0.225,0.675,1303367.166720
0.225,0.725,12131920.311777
0.225,0.775,24722420.246340
0.225,0.825,-272266090.489497
0.225,0.875,-322625888.839691
0.225,0.925,4498404347.605296
0.225,0.97500000006281,1292873432.205566
0.275,0.0249999999979058,-0.012273
0.275,0.075,0.061530
0.275,0.125,-1.052621
0.275,0.175,0.637328
0.275,0.225,-15.099142
0.275,0.275,-136.519169
0.275,0.325,2181.253252
0.275,0.375,2452.801817
0.275,0.425,-14793.184150
0.275,0.475,20532.756398
0.275,0.525,-435439.898127
0.275,0.575,-566802.863258
0.275,0.625,8267579.766710
0.275,0.675,5165452.667797
0.275,0.725,-4042652.945551
0.275,0.775,58119782.165988
0.275,0.825,-847516771.018630
0.275,0.875,-723203990.605482
0.275,0.925,3867208139.365302
0.275,0.975000000062809,-2117758323.245756
0.325,0.0249999999979058,0.013977
0.325,0.075,0.054968
0.325,0.125,3.319113
0.325,0.175,1.438220
0.325,0.225,-120.559950
0.325,0.275,-114.878281
0.325,0.325,2074.604060
0.325,0.375,-37.561381
0.325,0.425,10220.304425
0.325,0.475,-11475.162120
0.325,0.525,-286237.719104
0.325,0.575,-477835.355427
0.325,0.625,6679071.151379
0.325,0.675,6258154.062205
0.325,0.725,-29051131.237711
0.325,0.775,47116058.266598
0.325,0.825,-974215403.576342
0.325,0.875,-778838680.399763
0.325,0.925,1278018743.280082
0.325,0.97500000006281,-3381254708.107055
0.375,0.0249999999979058,0.069618
0.375,0.075,-0.089782
0.375,0.125,3.897714
0.375,0.175,9.603970
0.375,0.225,-154.442852
0.375,0.275,-125.336980
0.375,0.325,122.914296
0.375,0.375,-1177.722063
0.375,0.425,19105.138107
0.375,0.475,887.535114
0.375,0.525,-5614.007829
0.375,0.575,-236482.119239
0.375,0.625,5224305.814649
0.375,0.675,3949774.408961
0.375,0.725,-28436517.523391
0.375,0.775,5650126.546044
0.375,0.825,-409190452.824303
0.375,0.875,-261402642.214514
0.375,0.925,449860111.411827
0.375,0.975000000062809,327272585.371291
0.425,0.0249999999979058,0.029603
0.425,0.075,0.034864
0.425,0.125,0.195773
0.425,0.175,0.490704
0.425,0.225,-42.499865
0.425,0.275,-19.374724
0.425,0.325,-761.410077
0.425,0.375,-800.200902
0.425,0.425,15379.172208
0.425,0.475,16030.919470
0.425,0.525,122050.167912
0.425,0.575,512716.182457
0.425,0.625,-2570179.879461
0.425,0.675,747406.159579
0.425,0.725,1098813.131501
0.425,0.775,-26675265.506807
0.425,0.825,588655018.843599
0.425,0.875,399902322.392529
0.425,0.925,554144790.560519
0.425,0.97500000006281,2801758187.926412
0.475,0.0249999999979058,0.032489
0.475,0.075,0.041479
0.475,0.125,-0.140815
0.475,0.175,0.664494
0.475,0.225,-39.820292
0.475,0.275,-9.045500
0.475,0.325,-405.527983
0.475,0.375,-1208.158848
0.475,0.425,33400.941886
0.475,0.475,9942.476470
0.475,0.525,144885.539920
0.475,0.575,509934.078964
0.475,0.625,-6013759.614925
0.475,0.675,-1545717.405033
0.475,0.725,-18988429.464926
0.475,0.775,-61913201.048485
0.475,0.825,775625888.452755
0.475,0.875,554432423.458012
0.475,0.925,-624580415.239742
0.475,0.97500000006281,4014733277.175371
0.525,0.0249999999979058,0.047586
0.525,0.075,0.053051
0.525,0.125,-0.037101
0.525,0.175,0.476307
0.525,0.225,16.663777
0.525,0.275,3.064516
0.525,0.325,389.082166
0.525,0.375,-1069.896764
0.525,0.425,26630.697575
0.525,0.475,-4079.610307
0.525,0.525,-3782.060969
0.525,0.575,165296.280171
0.525,0.625,-6517631.498131
0.525,0.675,-2919415.303516
0.525,0.725,-30173735.171983
0.525,0.775,-70075812.970192
0.525,0.825,513514090.968280
0.525,0.875,333703486.720684
0.525,0.925,-1524796864.587262
0.525,0.975000000062809,2763257813.177399
0.575,0.0249999999979058,0.061462
0.575,0.075,0.059911
0.575,0.125,0.083774
0.575,0.175,0.079541
0.575,0.225,8.356756
0.575,0.275,1.024676
0.575,0.325,183.563898
0.575,0.375,-112.348813
0.575,0.425,4591.610601
0.575,0.475,-1796.076337
0.575,0.525,-35220.931873
0.575,0.575,-2643.370973
0.575,0.625,-1422800.256769
0.575,0.675,-872575.146603
0.575,0.725,-6709090.215702
0.575,0.775,-17742144.282560
0.575,0.825,120536421.237090
0.575,0.875,68563771.935329
0.575,0.925,-219291517.968966
0.575,0.975000000062809,769977278.595373
0.625,0.0249999999979058,0.019601
0.625,0.075,0.027200
0.625,0.125,-1.622807
0.625,0.175,-1.224949
0.625,0.225,-0.485171
0.625,0.275,-45.481732
0.625,0.325,1925.062151
0.625,0.375,3449.450980
0.625,0.425,-21705.105814
0.625,0.475,30089.515666
0.625,0.525,-552740.587458
0.625,0.575,-454990.474297
0.625,0.625,6368249.256919
0.625,0.675,1301313.694596
0.625,0.725,12139714.372694
0.625,0.775,24679774.154504
0.625,0.825,-272068490.286347
0.625,0.875,-323510540.279040
0.625,0.925,4499925998.327432
0.625,0.97500000006281,1283780326.897440
0.675,0.0249999999979058,-0.011976
0.675,0.075,0.061190
0.675,0.125,-1.056007
0.675,0.175,0.653599
0.675,0.225,-15.156553
0.675,0.275,-136.498140
0.675,0.325,2178.908908
0.675,0.375,2446.339082
0.675,0.425,-14767.198826
0.675,0.475,20463.734865
0.675,0.525,-434268.069091
0.675,0.575,-566983.338509
0.675,0.625,8265965.717037
0.675,0.675,5173345.509150
0.675,0.725,-4052602.695984
0.675,0.775,58157173.198327
0.675,0.825,-847931967.549922
0.675,0.875,-722535991.605134
0.675,0.925,3861928892.656871
0.675,0.975000000062809,-2119755091.352568
0.725,0.0249999999979058,0.014116
0.725,0.075,0.053195
0.725,0.125,3.319573
0.725,0.175,1.461491
0.725,0.225,-120.577181
0.725,0.275,-114.526870
0.725,0.325,2070.751348
0.725,0.375,-19.480151
0.725,0.425,10217.699629
0.725,0.475,-11639.924040
0.725,0.525,-285285.212687
0.725,0.575,-485878.495589
0.725,0.625,6682438.422293
0.725,0.675,6262435.981683
0.725,0.725,-29071845.516591
0.725,0.775,47269626.530782
0.725,0.825,-974537345.519785
0.725,0.875,-775700262.909949
0.725,0.925,1273717580.354378
0.725,0.97500000006281,-3345492861.398098
0.775,0.0249999999979058,0.068161
0.775,0.075,-0.087874
0.775,0.125,3.912761
0.775,0.175,9.525008
0.775,0.225,-154.172512
0.775,0.275,-125.525412
0.775,0.325,137.151190
0.775,0.375,-1155.366536
0.775,0.425,18989.532759
0.775,0.475,1234.457510
0.775,0.525,-11705.837843
0.775,0.575,-233758.614012
0.775,0.625,5229639.284618
0.775,0.675,3914200.675673
0.775,0.725,-28375731.549726
0.775,0.775,5393627.022300
0.775,0.825,-407108303.335909
0.775,0.875,-265175255.666884
0.775,0.925,477991913.780002
0.775,0.97500000006281,323928675.906800
0.825,0.0249999999979058,0.021632
0.825,0.075,0.059836
0.825,0.125,0.357546
0.825,0.175,0.588030
0.825,0.225,-45.475495
0.825,0.275,-25.246337
0.825,0.325,-782.812886
0.825,0.375,-709.356155
0.825,0.425,15434.715890
0.825,0.475,16775.887034
0.825,0.525,124808.823007
0.825,0.575,496121.692217
0.825,0.625,-2431639.996458
0.825,0.675,697663.952696
0.825,0.725,472899.210342
0.825,0.775,-27569125.603758
0.825,0.825,586671197.326771
0.825,0.875,391328159.040172
0.825,0.925,587633784.077755
0.825,0.97500000006281,2985344954.632845
0.875,0.0249999999979058,-0.001276
0.875,0.075,0.040160
0.875,0.125,-0.125244
0.875,0.175,0.427949
0.875,0.225,-43.696130
0.875,0.275,-12.657167
0.875,0.325,-383.905795
0.875,0.375,-1188.898564
0.875,0.425,34305.928523
0.875,0.475,12848.097697
0.875,0.525,141866.325847
0.875,0.575,559767.758339
0.875,0.625,-6332136.939340
0.875,0.675,-1740595.113604
0.875,0.725,-18239495.250302
0.875,0.775,-63952882.496679
0.875,0.825,781942454.430664
0.875,0.875,521177499.234947
0.875,0.925,-506628668.787659
0.875,0.97500000006281,3924618708.894323
0.925,0.0249999999979058,0.013285
0.925,0.075,0.028523
0.925,0.125,-0.390915
0.925,0.175,0.406200
0.925,0.225,19.086388
0.925,0.275,-7.424599
0.925,0.325,512.677529
0.925,0.375,-1605.446108
0.925,0.425,28747.814818
0.925,0.475,983.035906
0.925,0.525,2992.930412
0.925,0.575,366844.581959
0.925,0.625,-7030895.495526
0.925,0.675,-3176873.708787
0.925,0.725,-31401692.303419
0.925,0.775,-74418961.814752
0.925,0.825,490471553.322830
0.925,0.875,248699314.281292
0.925,0.925,-1523257360.693576
0.925,0.975000000062809,1810581003.612096
0.97500000006281,0.0249999999979058,0.059176
0.97500000006281,0.075,0.070092
0.97500000006281,0.125,-0.288522
0.97500000006281,0.175,1.967151
